行 ID,订单ID,产品id,客户 ID,发货日期,国家,地区,城市,子类别,客户名称,省/自治区,类别,细分,订单日期,销售经理,利润,折扣,数量,是否退回,计划发货天数,销售额,实际发货时间,利润异常值标记,是否超时,销售额异常值标记
1089,2558996,夏装—短袖—1460,陈爽-20515,2024-5-6,中国,中南,惠城,短袖,陈爽,广东,夏装,小型企业,2024-5-4,王倩倩,181.188,0.1,1,0,3,627.228,2,0,-1,0
1090,2558996,夏装—短裤—0339,陈爽-20515,2024-5-6,中国,中南,惠城,短裤,陈爽,广东,夏装,小型企业,2024-5-4,王倩倩,46.48,0,4,0,3,2335.2,2,0,-1,0
1091,1070056,冬装—保暖内衣—1614,胡凤-12850,2024-5-7,中国,中南,东莞,保暖内衣,胡凤,广东,冬装,消费者,2024-5-4,王倩倩,8.68,0,1,0,1,87.78,3,0,1,0
1092,2766233,冬装—棉袜—4429,韩廉-17230,2024-5-8,中国,西南,海口,棉袜,韩廉,云南,冬装,消费者,2024-5-4,姜伟,54.88,0,2,0,6,177.24,4,0,-1,0
1093,4150614,冬装—手套—0574,邱梦-18160,2024-5-8,中国,华东,杭州,手套,邱梦,浙江,冬装,消费者,2024-5-4,杨洪光,-362.488,0.8,2,0,3,100.632,4,0,1,0
1094,4150614,冬装—棉衣—3093,邱梦-18160,2024-5-8,中国,华东,杭州,棉衣,邱梦,浙江,冬装,消费者,2024-5-4,杨洪光,-126.56,0.4,4,0,3,216.72,4,0,1,0
1095,2766233,冬装—保暖内衣—1614,韩廉-17230,2024-5-8,中国,西南,海口,保暖内衣,韩廉,云南,冬装,消费者,2024-5-4,姜伟,41.02,0,1,0,6,95.62,4,0,-1,0
1096,2766233,冬装—冲锋衣—0344,韩廉-17230,2024-5-8,中国,西南,海口,冲锋衣,韩廉,云南,冬装,消费者,2024-5-4,姜伟,47.04,0,3,0,6,112.98,4,0,-1,0
1097,4150614,冬装—保暖内衣—1614,邱梦-18160,2024-5-8,中国,华东,杭州,保暖内衣,邱梦,浙江,冬装,消费者,2024-5-4,杨洪光,301.84,0,11,0,3,619.08,4,0,1,0
1098,5816959,秋装—秋裤—4759,邱刚-13120,2024-5-10,中国,华北,邯郸,秋裤,邱刚,河北,秋装,公司,2024-5-5,张怡莲,504.84,0,2,0,6,1328.88,5,0,-1,0
1099,5816959,冬装—帽子—1898,邱刚-13120,2024-5-10,中国,华北,邯郸,帽子,邱刚,河北,冬装,公司,2024-5-5,张怡莲,83.44,0,4,0,6,288.96,5,0,-1,0
1100,5360498,冬装—毛衣—0979,彭婉-21370,2024-5-11,中国,中南,沙市,毛衣,彭婉,湖北,冬装,公司,2024-5-5,王倩倩,54.152,0.4,2,0,6,544.152,6,0,0,0
1101,3924364,冬装—冲锋衣—0344,任杰-14755,2024-5-6,中国,西北,石嘴山,冲锋衣,任杰,宁夏,冬装,消费者,2024-5-5,江奕健,5.46,0,3,0,1,143.64,1,0,0,0
1102,3924364,冬装—保暖内衣—1614,任杰-14755,2024-5-6,中国,西北,石嘴山,保暖内衣,任杰,宁夏,冬装,消费者,2024-5-5,江奕健,224.7,0,3,0,1,535.5,1,0,0,0
1103,5033587,夏装—短袖—1460,郭冬-12415,2024-5-7,中国,中南,武汉,短袖,郭冬露,湖北,夏装,消费者,2024-5-5,王倩倩,-183.904,0.4,4,0,3,648.816,2,0,-1,0
1104,4493648,冬装—羽绒服—0928,赖虎-14035,2024-5-7,中国,华北,北京,羽绒服,赖虎,北京,冬装,公司,2024-5-5,张怡莲,158.76,0,3,0,3,418.32,2,0,-1,0
1105,4825687,夏装—短袖—1460,吕兰-15700,2024-5-9,中国,中南,坪山,短袖,吕兰,广东,夏装,消费者,2024-5-5,王倩倩,384.65,0.1,1,0,6,1923.39,4,0,-1,0
1106,2900587,冬装—冲锋衣—0344,钱崆-15490,2024-5-10,中国,中南,浯溪,冲锋衣,钱崆,湖南,冬装,消费者,2024-5-6,王倩倩,65.1,0,5,0,6,261.1,4,0,-1,0
1107,5792032,冬装—冲锋衣—0344,宋良-17170,2024-5-10,中国,中南,忻州,冲锋衣,宋良,湖北,冬装,公司,2024-5-6,王倩倩,46.76,0,2,0,3,106.68,4,0,1,0
1108,5792032,秋装—秋衣—2874,宋良-17170,2024-5-10,中国,中南,忻州,秋衣,宋良,湖北,秋装,公司,2024-5-6,王倩倩,11.592,0.4,2,0,3,232.512,4,0,1,0
1109,3551529,冬装—帽子—1898,田磊-16120,2024-5-10,中国,华北,北京,帽子,田磊,北京,冬装,小型企业,2024-5-6,张怡莲,41.44,0,4,0,6,244.72,4,0,-1,0
1110,3551529,夏装—短袖—1460,田磊-16120,2024-5-10,中国,华北,北京,短袖,田磊,北京,夏装,小型企业,2024-5-6,张怡莲,2842.14,0,3,0,6,6460.02,4,1,-1,1
1111,2130965,秋装—外套—4928,黎雯-21745,2024-5-10,中国,中南,广州,外套,黎雯,广东,秋装,公司,2024-5-6,王倩倩,478.1,0,5,0,6,5980.1,4,0,-1,1
1112,5250870,夏装—长裙—2425,陶巧-19495,2024-5-11,中国,东北,青冈,长裙,陶巧,黑龙江,夏装,消费者,2024-5-6,郝杰,252,0,3,0,6,720.3,5,0,-1,0
1113,1753680,夏装—短袖—1460,白欢-14245,2024-5-11,中国,华东,淮阴,短袖,白欢,江苏,夏装,小型企业,2024-5-6,杨洪光,-347.676,0.4,3,0,6,801.864,5,0,-1,0
1114,1753680,冬装—棉袜—4429,白欢-14245,2024-5-11,中国,华东,淮阴,棉袜,白欢,江苏,冬装,小型企业,2024-5-6,杨洪光,-73.5,0.4,5,0,6,231,5,0,-1,0
1115,5784606,冬装—棉袜—4429,韩虎-14005,2024-5-6,中国,中南,新乡,棉袜,韩虎,河南,冬装,小型企业,2024-5-6,王倩倩,234.08,0,4,0,0,601.44,0,0,0,0
1116,5774848,冬装—冲锋衣—0344,贾君-15160,2024-5-7,中国,西南,成都,冲锋衣,贾君,四川,冬装,消费者,2024-5-6,姜伟,33.6,0,8,0,1,247.52,1,0,0,0
1117,5555490,冬装—围巾—1047,钱珊-19855,2024-5-9,中国,中南,广州,围巾,钱珊,广东,冬装,公司,2024-5-6,王倩倩,55.16,0,2,0,3,183.96,3,0,0,0
1118,5533473,秋装—外套—4928,韦锦-14950,2024-5-10,中国,中南,浯溪,外套,韦锦,湖南,秋装,消费者,2024-5-7,王倩倩,289.8,0,2,0,1,805.56,3,0,1,0
1119,5252007,冬装—围巾—1047,薛立-16675,2024-5-11,中国,华东,上海,围巾,薛立伟,上海,冬装,公司,2024-5-7,杨洪光,928.2,0,5,0,6,3315.2,4,1,-1,0
1120,4246507,冬装—毛衣—0979,袁松-20785,2024-5-11,中国,华东,临沂,毛衣,袁松,山东,冬装,消费者,2024-5-7,杨洪光,1876,0,4,0,6,5211.92,4,1,-1,1
1121,4246507,冬装—棉衣—3093,袁松-20785,2024-5-11,中国,华东,临沂,棉衣,袁松,山东,冬装,消费者,2024-5-7,杨洪光,123.2,0,4,0,6,257.6,4,0,-1,0
1122,4246507,夏装—短袖—1460,袁松-20785,2024-5-11,中国,华东,临沂,短袖,袁松,山东,夏装,消费者,2024-5-7,杨洪光,752.64,0,3,0,6,2090.76,4,1,-1,0
1123,3789495,冬装—保暖内衣—1614,黄涛-21190,2024-5-11,中国,华东,宾州,保暖内衣,黄涛,山东,冬装,小型企业,2024-5-7,杨洪光,89.04,0,4,0,6,229.6,4,0,-1,0
1124,5252007,冬装—帽子—1898,薛立-16675,2024-5-11,中国,华东,上海,帽子,薛立伟,上海,冬装,公司,2024-5-7,杨洪光,86.38,0,1,0,6,239.96,4,0,-1,0
1125,2505404,冬装—冲锋衣—0344,丁崆-15535,2024-5-11,中国,华北,北京,冲锋衣,丁崆,北京,冬装,消费者,2024-5-7,张怡莲,50.4,0,3,0,3,117.6,4,0,1,0
1126,2505404,冬装—手套—0574,丁崆-15535,2024-5-11,中国,华北,北京,手套,丁崆,北京,冬装,消费者,2024-5-7,张怡莲,104.3,0,5,0,3,361.2,4,0,1,0
1127,4862116,冬装—棉袜—4429,顾丹-11965,2024-5-12,中国,华北,天津,棉袜,顾丹,天津,冬装,公司,2024-5-7,张怡莲,75.6,0,3,0,3,378.84,5,0,1,0
1128,4662338,冬装—羽绒服—0928,田良-17185,2024-5-12,中国,东北,瓦房店,羽绒服,田良,辽宁,冬装,消费者,2024-5-7,郝杰,36.68,0,2,0,6,141.4,5,0,-1,0
1129,3924364,冬装—棉袜—4429,郝柏-18940,2024-5-12,中国,华东,宁波,棉袜,郝柏,浙江,冬装,消费者,2024-5-7,杨洪光,-29.344,0.4,2,0,6,75.936,5,0,-1,0
1130,4318875,冬装—帽子—1898,邓珊-19915,2024-5-12,中国,华东,福州,帽子,邓珊,福建,冬装,消费者,2024-5-7,杨洪光,67.2,0,3,0,6,177.66,5,0,-1,0
1131,4662338,夏装—长裙—2425,田良-17185,2024-5-12,中国,东北,瓦房店,长裙,田良,辽宁,夏装,消费者,2024-5-7,郝杰,-4.816,0.4,2,0,6,141.624,5,0,-1,0
1132,4662338,冬装—羽绒服—0928,田良-17185,2024-5-12,中国,东北,瓦房店,羽绒服,田良,辽宁,冬装,消费者,2024-5-7,郝杰,19.32,0,3,0,6,391.44,5,0,-1,0
1133,2766233,冬装—羽绒服—0928,王辉-12670,2024-5-13,中国,华东,苏州,羽绒服,王辉,江苏,冬装,消费者,2024-5-7,杨洪光,150.36,0,3,0,6,717.36,6,0,0,0
1134,3074981,冬装—冲锋衣—0344,殷崆-15565,2024-5-13,中国,华北,太原,冲锋衣,殷崆,山西,冬装,消费者,2024-5-7,张怡莲,9.8,0,5,0,6,250.6,6,0,0,0
1135,5908054,冬装—毛衣—0979,谢斯-20950,2024-5-13,中国,华东,宁海,毛衣,谢斯云,山东,冬装,公司,2024-5-7,杨洪光,2556.96,0,6,0,6,15985.2,6,1,0,1
1136,3693431,冬装—羽绒服—0928,潘惠-14425,2024-5-10,中国,华东,德清,羽绒服,潘惠,浙江,冬装,消费者,2024-5-8,杨洪光,30.24,0,3,0,3,191.1,2,0,-1,0
1137,3693431,冬装—冲锋衣—0344,潘惠-14425,2024-5-10,中国,华东,德清,冲锋衣,潘惠,浙江,冬装,消费者,2024-5-8,杨洪光,42.28,0,2,0,3,100.8,2,0,-1,0
1138,3693431,冬装—羽绒服—0928,潘惠-14425,2024-5-10,中国,华东,德清,羽绒服,潘惠,浙江,冬装,消费者,2024-5-8,杨洪光,64.96,0,2,0,3,203.28,2,0,-1,0
1139,1410437,秋装—裤子—2893,殷宣-20920,2024-5-11,中国,中南,玉林,裤子,殷宣,广西,秋装,消费者,2024-5-8,王倩倩,348.18,0,3,0,3,1742.16,3,0,0,0
1140,1410437,冬装—帽子—1898,殷宣-20920,2024-5-11,中国,中南,玉林,帽子,殷宣,广西,冬装,消费者,2024-5-8,王倩倩,338.8,0,4,0,3,941.92,3,0,0,0
1141,2366851,冬装—毛衣—0979,彭雯-21790,2024-5-11,中国,中南,武汉,毛衣,彭雯,湖北,冬装,消费者,2024-5-8,王倩倩,-0.336,0.4,6,0,1,8334.144,3,0,1,1
1142,2366851,秋装—秋衣—2874,彭雯-21790,2024-5-11,中国,中南,武汉,秋衣,彭雯,湖北,秋装,消费者,2024-5-8,王倩倩,-32.144,0.4,2,0,1,637.896,3,0,1,0
1143,2366851,冬装—围巾—1047,彭雯-21790,2024-5-11,中国,中南,武汉,围巾,彭雯,湖北,冬装,消费者,2024-5-8,王倩倩,0,0,3,0,1,331.8,3,0,1,0
1144,5909028,秋装—裤子—2893,徐荷-13765,2024-5-12,中国,东北,沈阳,裤子,徐荷,辽宁,秋装,公司,2024-5-8,郝杰,-501.312,0.4,3,0,6,1203.048,4,-1,-1,0
1145,2204927,夏装—短袖—1460,邱升-20080,2024-5-12,中国,中南,武汉,短袖,邱升,湖北,夏装,消费者,2024-5-8,王倩倩,-504.672,0.4,3,0,6,1513.008,4,-1,-1,0
1146,2204927,夏装—短袖—1460,邱升-20080,2024-5-12,中国,中南,武汉,短袖,邱升,湖北,夏装,消费者,2024-5-8,王倩倩,54.152,0.4,2,0,6,324.912,4,0,-1,0
1147,3722391,夏装—短裙—2151,徐关-15655,2024-5-12,中国,中南,广州,短裙,徐关茵,广东,夏装,公司,2024-5-8,王倩倩,857.01,0.25,3,0,6,9186.03,4,1,-1,1
1148,4251154,冬装—手套—0574,徐岱-11875,2024-5-12,中国,华东,安庆,手套,徐岱,安徽,冬装,公司,2024-5-8,杨洪光,0,0.2,3,0,6,334.32,4,0,-1,0
1149,4719760,夏装—短裤—0339,贾柏-18910,2024-5-12,中国,华北,北京,短裤,贾柏,北京,夏装,小型企业,2024-5-8,张怡莲,1208.48,0,4,0,6,3662.4,4,1,-1,0
1150,5909028,冬装—围巾—1047,徐荷-13765,2024-5-12,中国,东北,沈阳,围巾,徐荷,辽宁,冬装,公司,2024-5-8,郝杰,66.78,0,1,0,6,257.32,4,0,-1,0
1151,5909028,冬装—羽绒服—0928,徐荷-13765,2024-5-12,中国,东北,沈阳,羽绒服,徐荷,辽宁,冬装,公司,2024-5-8,郝杰,225.12,0,4,0,6,981.12,4,0,-1,0
1152,5235171,冬装—手套—0574,何虢-13480,2024-5-13,中国,中南,武汉,手套,何虢,湖北,冬装,小型企业,2024-5-8,王倩倩,-163.072,0.8,7,0,6,101.528,5,0,-1,0
1153,5278404,冬装—冲锋衣—0344,彭绅-19975,2024-5-13,中国,西北,西安,冲锋衣,彭绅,陕西,冬装,公司,2024-5-8,江奕健,23.52,0,4,0,6,237.44,5,0,-1,0
1154,5235171,夏装—短袖—1460,何虢-13480,2024-5-13,中国,中南,武汉,短袖,何虢,湖北,夏装,小型企业,2024-5-8,王倩倩,-50.848,0.4,2,0,6,381.192,5,0,-1,0
1155,5504068,冬装—冲锋衣—0344,佘平-19165,2024-5-13,中国,中南,开封,冲锋衣,佘平,河南,冬装,消费者,2024-5-8,王倩倩,19.88,0,2,0,6,94.92,5,0,-1,0
1156,5504068,冬装—围巾—1047,佘平-19165,2024-5-13,中国,中南,开封,围巾,佘平,河南,冬装,消费者,2024-5-8,王倩倩,209.16,0,9,0,6,653.94,5,0,-1,0
1157,5504068,冬装—冲锋衣—0344,佘平-19165,2024-5-13,中国,中南,开封,冲锋衣,佘平,河南,冬装,消费者,2024-5-8,王倩倩,10.92,0,6,0,6,287.28,5,0,-1,0
1158,5278404,夏装—长裙—2425,彭绅-19975,2024-5-13,中国,西北,西安,长裙,彭绅,陕西,夏装,公司,2024-5-8,江奕健,115.92,0,6,0,6,1454.88,5,0,-1,0
1159,2018203,冬装—保暖内衣—1614,秦淑-20440,2024-5-13,中国,华北,石家庄,保暖内衣,秦淑芳,河北,冬装,公司,2024-5-8,张怡莲,89.04,0,6,0,3,218.4,5,0,1,0
1160,5874531,冬装—毛衣—0979,田丹-11995,2024-5-12,中国,华东,上海,毛衣,田丹,上海,冬装,消费者,2024-5-9,杨洪光,38.22,0,3,0,1,551.04,3,0,1,0
1161,5667067,冬装—围巾—1047,徐健-14590,2024-5-13,中国,华北,北京,围巾,徐健,北京,冬装,公司,2024-5-9,张怡莲,230.16,0,2,0,6,575.96,4,0,-1,0
1162,1166331,冬装—羽绒服—0928,曹丽-15940,2024-5-13,中国,华东,德州,羽绒服,曹丽,山东,冬装,小型企业,2024-5-9,杨洪光,103.04,0,1,0,6,210.42,4,0,-1,0
1163,1715632,冬装—手套—0574,顾君-15220,2024-5-13,中国,中南,孝感,手套,顾君,湖北,冬装,公司,2024-5-9,王倩倩,-67.06,0.8,1,0,6,24.36,4,0,-1,0
1164,5629911,冬装—棉袜—4429,孙斯-21010,2024-5-13,中国,西南,成都,棉袜,孙斯云,四川,冬装,消费者,2024-5-9,姜伟,100.94,0.4,7,0,6,679.14,4,0,-1,0
1165,2852208,冬装—保暖内衣—1614,徐杰-14740,2024-5-14,中国,华东,洛阳,保暖内衣,徐杰,福建,冬装,公司,2024-5-9,杨洪光,50.54,0,1,0,6,230.16,5,0,-1,0
1166,1312334,冬装—保暖内衣—1614,康青-19585,2024-5-14,中国,东北,讷河,保暖内衣,康青,黑龙江,冬装,消费者,2024-5-9,郝杰,238.14,0,7,0,6,682.08,5,0,-1,0
1167,2852208,冬装—手套—0574,徐杰-14740,2024-5-14,中国,华东,洛阳,手套,徐杰,福建,冬装,公司,2024-5-9,杨洪光,27.16,0,2,0,6,209.72,5,0,-1,0
1168,5552260,秋装—外套—4928,施菊-15040,2024-5-14,中国,中南,平顶山,外套,施菊,河南,秋装,消费者,2024-5-9,王倩倩,9129.12,0,13,0,6,19022.64,5,1,-1,1
1169,1797152,冬装—帽子—1898,苏涛-21220,2024-5-14,中国,东北,本溪,帽子,苏涛,辽宁,冬装,消费者,2024-5-9,郝杰,-3.668,0.4,1,0,3,31.332,5,0,1,0
1170,1312334,冬装—羽绒服—0928,康青-19585,2024-5-14,中国,东北,讷河,羽绒服,康青,黑龙江,冬装,消费者,2024-5-9,郝杰,144.2,0,2,0,6,450.8,5,0,-1,0
1171,5740094,冬装—毛衣—0979,贺恒-13630,2024-5-15,中国,华北,天津,毛衣,贺恒,天津,冬装,消费者,2024-5-9,张怡莲,880.32,0,6,0,6,1874.04,6,1,0,0
1172,1103148,夏装—短袖—1460,肖崆-15520,2024-5-15,中国,东北,西丰,短袖,肖崆,辽宁,夏装,消费者,2024-5-9,郝杰,-178.5,0.4,3,0,6,446.04,6,0,0,0
1173,1103148,秋装—秋裤—4759,肖崆-15520,2024-5-15,中国,东北,西丰,秋裤,肖崆,辽宁,秋装,消费者,2024-5-9,郝杰,-784.896,0.4,4,0,6,1681.344,6,-1,0,0
1174,3832812,冬装—围巾—1047,田江-14635,2024-5-15,中国,中南,洛阳,围巾,田江丽,河南,冬装,公司,2024-5-9,王倩倩,2857.68,0,6,0,6,5716.2,6,1,0,1
1175,3216455,冬装—冲锋衣—0344,常明-18340,2024-5-14,中国,中南,浯溪,冲锋衣,常明媚,湖南,冬装,消费者,2024-5-10,王倩倩,181.44,0,8,0,6,492.8,4,0,-1,0
1176,5720978,夏装—短袖—1460,柯强-19360,2024-5-14,中国,华东,济南,短袖,柯强,山东,夏装,消费者,2024-5-10,杨洪光,0,0,2,0,6,4340,4,0,-1,1
1177,1388500,冬装—棉袜—4429,徐虢-13600,2024-5-14,中国,西南,潼川,棉袜,徐虢,四川,冬装,公司,2024-5-10,姜伟,-67.62,0.4,3,0,6,202.86,4,0,-1,0
1178,3230180,冬装—毛衣—0979,邓保-10375,2024-5-14,中国,华东,昆阳,毛衣,邓保,浙江,冬装,消费者,2024-5-10,杨洪光,-160.104,0.4,3,0,3,319.536,4,0,1,0
1179,1120887,秋装—秋裤—4759,郭博-10525,2024-5-15,中国,华北,廊坊,秋裤,郭博,河北,秋装,公司,2024-5-10,张怡莲,1475.6,0,5,0,6,6150.2,5,1,-1,1
1180,4791939,冬装—羽绒服—0928,郭博-10525,2024-5-16,中国,中南,醴陵,羽绒服,郭博,湖南,冬装,公司,2024-5-10,王倩倩,208.6,0,5,0,6,652.4,6,0,0,0
1181,2575295,冬装—棉衣—3093,潘舟-11440,2024-5-16,中国,中南,深圳,棉衣,潘舟,广东,冬装,消费者,2024-5-10,王倩倩,166.6,0,7,0,6,478.24,6,0,0,0
1182,2252147,秋装—外套—4928,薛君-15205,2024-5-15,中国,华东,杭州,外套,薛君,浙江,秋装,消费者,2024-5-11,杨洪光,-170.184,0.4,6,0,6,2033.136,4,0,-1,0
1183,2252147,冬装—棉袜—4429,薛君-15205,2024-5-15,中国,华东,杭州,棉袜,薛君,浙江,冬装,消费者,2024-5-11,杨洪光,49.224,0.4,6,0,6,748.944,4,0,-1,0
1184,5630783,冬装—棉衣—3093,陶惠-14440,2024-5-15,中国,华东,镇江,棉衣,陶惠,江苏,冬装,消费者,2024-5-11,杨洪光,-45.416,0.4,2,0,6,93.744,4,0,-1,0
1185,1964482,夏装—长裙—2425,施良-17155,2024-5-15,中国,西南,成都,长裙,施良,四川,夏装,消费者,2024-5-11,姜伟,-86.436,0.4,3,0,3,369.684,4,0,1,0
1186,1964482,冬装—冲锋衣—0344,施良-17155,2024-5-15,中国,西南,成都,冲锋衣,施良,四川,冬装,消费者,2024-5-11,姜伟,70,0,5,0,3,319.2,4,0,1,0
1187,2252147,冬装—手套—0574,薛君-15205,2024-5-15,中国,华东,杭州,手套,薛君,浙江,冬装,消费者,2024-5-11,杨洪光,-106.008,0.8,2,0,6,32.592,4,0,-1,0
1188,3378788,夏装—短裤—0339,卢谙-18805,2024-5-16,中国,华东,九江,短裤,卢谙,江西,夏装,小型企业,2024-5-11,杨洪光,473.2,0,2,0,6,3641.4,5,0,-1,0
1189,3197896,夏装—短裤—0339,袁平-19210,2024-5-16,中国,东北,朝阳,短裤,袁平,辽宁,夏装,公司,2024-5-11,郝杰,47.74,0.4,1,0,3,477.96,5,0,1,0
1190,3197896,夏装—短裤—0339,袁平-19210,2024-5-16,中国,东北,朝阳,短裤,袁平,辽宁,夏装,公司,2024-5-11,郝杰,-1111.04,0.4,5,0,3,1708.56,5,-1,1,0
1191,1120887,冬装—羽绒服—0928,苏升-20185,2024-5-18,中国,华东,椒江,羽绒服,苏升,浙江,冬装,消费者,2024-5-11,杨洪光,60.9,0,3,0,6,185.64,7,0,1,0
1192,3504524,秋装—秋衣—2874,叶立-16615,2024-5-18,中国,华东,常熟市,秋衣,叶立勤,江苏,秋装,公司,2024-5-11,杨洪光,-137.48,0.4,2,0,6,222.6,7,0,1,0
1193,3381572,冬装—毛衣—0979,田谙-18850,2024-5-12,中国,东北,抚顺,毛衣,田谙,辽宁,冬装,消费者,2024-5-12,郝杰,-181.384,0.4,2,0,0,350.616,0,0,0,0
1194,3381572,冬装—围巾—1047,田谙-18850,2024-5-12,中国,东北,抚顺,围巾,田谙,辽宁,冬装,消费者,2024-5-12,郝杰,47.6,0,5,0,0,250.6,0,0,0,0
1195,3381572,秋装—裤子—2893,田谙-18850,2024-5-12,中国,东北,抚顺,裤子,田谙,辽宁,秋装,消费者,2024-5-12,郝杰,-39.2,0.4,2,0,0,781.2,0,0,0,0
1196,3381572,夏装—长裙—2425,田谙-18850,2024-5-12,中国,东北,抚顺,长裙,田谙,辽宁,夏装,消费者,2024-5-12,郝杰,-53.424,0.4,4,0,0,319.536,0,0,0,0
1197,3381572,冬装—棉衣—3093,田谙-18850,2024-5-12,中国,东北,抚顺,棉衣,田谙,辽宁,冬装,消费者,2024-5-12,郝杰,3.92,0.4,1,0,0,30.24,0,0,0,0
1198,3381572,冬装—帽子—1898,田谙-18850,2024-5-12,中国,东北,抚顺,帽子,田谙,辽宁,冬装,消费者,2024-5-12,郝杰,-5.152,0.4,2,0,0,74.928,0,0,0,0
1199,2693856,冬装—冲锋衣—0344,卢欢-14125,2024-5-13,中国,华北,石家庄,冲锋衣,卢欢悦,河北,冬装,小型企业,2024-5-12,张怡莲,5.46,0,3,0,1,143.64,1,0,0,0
1200,2693856,冬装—羽绒服—0928,卢欢-14125,2024-5-13,中国,华北,石家庄,羽绒服,卢欢悦,河北,冬装,小型企业,2024-5-12,张怡莲,197.82,0,3,0,1,659.4,1,0,0,0
1201,2756371,冬装—毛衣—0979,胡凤-12850,2024-5-15,中国,华北,济宁,毛衣,胡凤,内蒙古,冬装,消费者,2024-5-12,张怡莲,-4156.74,0.4,9,1,1,7556.22,3,-1,1,1
1202,1015819,秋装—裤子—2893,洪华-14080,2024-5-15,中国,西北,银川,裤子,洪华,宁夏,秋装,公司,2024-5-12,江奕健,166.74,0,3,0,3,1044.54,3,0,0,0
1203,4433229,冬装—棉衣—3093,柯娜-18520,2024-5-16,中国,西南,乐山,棉衣,柯娜,四川,冬装,消费者,2024-5-12,姜伟,-40.992,0.4,3,0,6,121.968,4,0,-1,0
1204,3981825,冬装—羽绒服—0928,范刚-13135,2024-5-16,中国,华东,烟台,羽绒服,范刚,山东,冬装,消费者,2024-5-12,杨洪光,14.84,0,2,0,6,125.44,4,0,-1,0
1205,2823186,冬装—冲锋衣—0344,郝杰-14710,2024-5-17,中国,西北,肃州,冲锋衣,郝杰,甘肃,冬装,消费者,2024-5-12,江奕健,17.5,0,5,1,6,259.7,5,0,-1,0
1206,2823186,冬装—手套—0574,郝杰-14710,2024-5-17,中国,西北,肃州,手套,郝杰,甘肃,冬装,消费者,2024-5-12,江奕健,-42.112,0.8,2,1,6,27.048,5,0,-1,0
1207,5386927,夏装—短裤—0339,洪毅-12490,2024-5-17,中国,中南,阳江,短裤,洪毅,广东,夏装,公司,2024-5-12,王倩倩,399.7,0,5,0,3,3998.4,5,0,1,0
1208,5386927,冬装—帽子—1898,洪毅-12490,2024-5-17,中国,中南,阳江,帽子,洪毅,广东,冬装,公司,2024-5-12,王倩倩,22.4,0,2,0,3,86.52,5,0,1,0
1209,5386927,冬装—棉衣—3093,洪毅-12490,2024-5-17,中国,中南,阳江,棉衣,洪毅,广东,冬装,公司,2024-5-12,王倩倩,6.72,0,3,0,3,233.94,5,0,1,0
1210,1958951,冬装—羽绒服—0928,巩德-12070,2024-5-18,中国,东北,四平,羽绒服,巩德,吉林,冬装,小型企业,2024-5-12,郝杰,255.78,0,9,0,6,1974.42,6,0,0,0
1211,3490090,冬装—羽绒服—0928,钱伟-21430,2024-5-19,中国,华北,唐山,羽绒服,钱伟,河北,冬装,公司,2024-5-12,张怡莲,144.2,0,2,0,6,450.8,7,0,1,0
1212,3490090,冬装—棉袜—4429,钱伟-21430,2024-5-19,中国,华北,唐山,棉袜,钱伟,河北,冬装,公司,2024-5-12,张怡莲,48.72,0,6,0,6,614.04,7,0,1,0
1213,4195213,秋装—秋衣—2874,涂珑-17875,2024-5-13,中国,中南,来宾,秋衣,涂珑,广西,秋装,小型企业,2024-5-13,王倩倩,139.44,0,1,0,0,536.76,0,0,0,0
1214,2990089,冬装—围巾—1047,邹凤-13000,2024-5-15,中国,华北,秦皇岛,围巾,邹凤,河北,冬装,消费者,2024-5-13,张怡莲,133.56,0,2,0,3,514.64,2,0,-1,0
1215,2720607,冬装—手套—0574,郝杰-14710,2024-5-16,中国,华东,徐州,手套,郝杰,江苏,冬装,消费者,2024-5-13,杨洪光,-177.128,0.8,2,0,3,55.272,3,0,0,0
1216,2720607,冬装—毛衣—0979,郝杰-14710,2024-5-16,中国,华东,徐州,毛衣,郝杰,江苏,冬装,消费者,2024-5-13,杨洪光,-362.012,0.4,7,0,3,1276.548,3,0,0,0
1217,4171126,冬装—棉衣—3093,施良-17155,2024-5-17,中国,东北,沈阳,棉衣,施良,辽宁,冬装,消费者,2024-5-13,郝杰,-53.704,0.4,2,0,6,89.376,4,0,-1,0
1218,4171126,秋装—外套—4928,施良-17155,2024-5-17,中国,东北,沈阳,外套,施良,辽宁,秋装,消费者,2024-5-13,郝杰,-57.624,0.4,3,0,6,688.716,4,0,-1,0
1219,1361457,冬装—帽子—1898,袁德-12115,2024-5-17,中国,华北,任丘,帽子,袁德,河北,冬装,消费者,2024-5-13,张怡莲,1.4,0,5,0,6,163.1,4,0,-1,0
1220,2295401,秋装—裤子—2893,钟松-20620,2024-5-17,中国,西南,内江,裤子,钟松,四川,秋装,公司,2024-5-13,姜伟,-783.104,0.4,4,0,6,1381.296,4,-1,-1,0
1221,4171126,冬装—帽子—1898,施良-17155,2024-5-17,中国,东北,沈阳,帽子,施良,辽宁,冬装,消费者,2024-5-13,郝杰,-63.504,0.4,2,0,6,172.536,4,0,-1,0
1222,5948224,秋装—秋衣—2874,陈爽-20515,2024-5-17,中国,东北,四平,秋衣,陈爽,吉林,秋装,小型企业,2024-5-13,郝杰,98.14,0,1,0,6,258.3,4,0,-1,0
